"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 10:08:02 GMT 2021","Wed Aug 11 10:08:06 GMT 2021","3327","test_conduit","test_case","TestConduit","","","test_listazas",""
"passed","Wed Aug 11 10:07:47 GMT 2021","Wed Aug 11 10:07:52 GMT 2021","4862","test_conduit","test_case","TestConduit","","","test_new_article",""
"passed","Wed Aug 11 10:07:38 GMT 2021","Wed Aug 11 10:07:41 GMT 2021","3556","test_conduit","test_case","TestConduit","","","test_regisztracio",""
"passed","Wed Aug 11 10:08:22 GMT 2021","Wed Aug 11 10:08:36 GMT 2021","14052","test_conduit","test_case","TestConduit","","","test_new_article_from_file",""
"passed","Wed Aug 11 10:07:42 GMT 2021","Wed Aug 11 10:07:43 GMT 2021","1256","test_conduit","test_case","TestConduit","","","test_login",""
"passed","Wed Aug 11 10:07:44 GMT 2021","Wed Aug 11 10:07:46 GMT 2021","2052","test_conduit","test_case","TestConduit","","","test_accept",""
"passed","Wed Aug 11 10:08:06 GMT 2021","Wed Aug 11 10:08:14 GMT 2021","7808","test_conduit","test_case","TestConduit","","","test_delete_article",""
"passed","Wed Aug 11 10:08:18 GMT 2021","Wed Aug 11 10:08:21 GMT 2021","2372","test_conduit","test_case","TestConduit","","","test_adatok_mentese",""
"passed","Wed Aug 11 10:08:38 GMT 2021","Wed Aug 11 10:08:41 GMT 2021","3338","test_conduit","test_case","TestConduit","","","test_logout",""
"passed","Wed Aug 11 10:07:53 GMT 2021","Wed Aug 11 10:08:01 GMT 2021","7954","test_conduit","test_case","TestConduit","","","test_modify_article",""
"passed","Wed Aug 11 10:08:14 GMT 2021","Wed Aug 11 10:08:17 GMT 2021","2373","test_conduit","test_case","TestConduit","","","test_lapozas",""
