"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 08 21:10:23 GMT 2021","Sun Aug 08 21:10:33 GMT 2021","10130","test_conduit","test_case","TestConduit","","","test_new_article_from_file",""
"passed","Sun Aug 08 21:09:53 GMT 2021","Sun Aug 08 21:09:59 GMT 2021","6459","test_conduit","test_case","TestConduit","","","test_modify_article",""
"passed","Sun Aug 08 21:10:01 GMT 2021","Sun Aug 08 21:10:06 GMT 2021","4781","test_conduit","test_case","TestConduit","","","test_listazas",""
"passed","Sun Aug 08 21:09:36 GMT 2021","Sun Aug 08 21:09:42 GMT 2021","5261","test_conduit","test_case","TestConduit","","","test_regisztracio",""
"passed","Sun Aug 08 21:09:49 GMT 2021","Sun Aug 08 21:09:53 GMT 2021","4119","test_conduit","test_case","TestConduit","","","test_new_article",""
"passed","Sun Aug 08 21:09:43 GMT 2021","Sun Aug 08 21:09:45 GMT 2021","1755","test_conduit","test_case","TestConduit","","","test_login",""
"passed","Sun Aug 08 21:09:45 GMT 2021","Sun Aug 08 21:09:47 GMT 2021","2392","test_conduit","test_case","TestConduit","","","test_accept",""
"passed","Sun Aug 08 21:10:34 GMT 2021","Sun Aug 08 21:10:38 GMT 2021","3621","test_conduit","test_case","TestConduit","","","test_logout",""
"passed","Sun Aug 08 21:10:07 GMT 2021","Sun Aug 08 21:10:13 GMT 2021","6354","test_conduit","test_case","TestConduit","","","test_delete_article",""
"passed","Sun Aug 08 21:10:19 GMT 2021","Sun Aug 08 21:10:21 GMT 2021","2773","test_conduit","test_case","TestConduit","","","test_adatok_mentese",""
"passed","Sun Aug 08 21:10:15 GMT 2021","Sun Aug 08 21:10:17 GMT 2021","2674","test_conduit","test_case","TestConduit","","","test_lapozas",""
