"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 16:35:29 GMT 2021","Tue Aug 10 16:35:31 GMT 2021","1471","test_conduit","test_case","TestConduit","","","test_login",""
"passed","Tue Aug 10 16:35:41 GMT 2021","Tue Aug 10 16:35:47 GMT 2021","6234","test_conduit","test_case","TestConduit","","","test_modify_article",""
"passed","Tue Aug 10 16:35:59 GMT 2021","Tue Aug 10 16:36:02 GMT 2021","2601","test_conduit","test_case","TestConduit","","","test_lapozas",""
"passed","Tue Aug 10 16:35:32 GMT 2021","Tue Aug 10 16:35:34 GMT 2021","2407","test_conduit","test_case","TestConduit","","","test_accept",""
"passed","Tue Aug 10 16:36:18 GMT 2021","Tue Aug 10 16:36:22 GMT 2021","3573","test_conduit","test_case","TestConduit","","","test_logout",""
"passed","Tue Aug 10 16:36:02 GMT 2021","Tue Aug 10 16:36:05 GMT 2021","2594","test_conduit","test_case","TestConduit","","","test_adatok_mentese",""
"passed","Tue Aug 10 16:35:24 GMT 2021","Tue Aug 10 16:35:29 GMT 2021","4777","test_conduit","test_case","TestConduit","","","test_regisztracio",""
"passed","Tue Aug 10 16:35:48 GMT 2021","Tue Aug 10 16:35:52 GMT 2021","3551","test_conduit","test_case","TestConduit","","","test_listazas",""
"passed","Tue Aug 10 16:35:36 GMT 2021","Tue Aug 10 16:35:39 GMT 2021","3922","test_conduit","test_case","TestConduit","","","test_new_article",""
"passed","Tue Aug 10 16:36:06 GMT 2021","Tue Aug 10 16:36:17 GMT 2021","10819","test_conduit","test_case","TestConduit","","","test_new_article_from_file",""
"passed","Tue Aug 10 16:35:52 GMT 2021","Tue Aug 10 16:35:58 GMT 2021","6065","test_conduit","test_case","TestConduit","","","test_delete_article",""
